id,y,x0,x1,x2
148295,0,0.647650703,-0.301954758,0.341463213
113103,0,-0.382505046,-0.301954758,-0.122774067
263695,0,0.647650703,-0.301954758,0.341463213
500634,1,-0.382505046,0.101795266,-0.122774067
314204,0,0.647650703,-0.301954758,0.341463213
150384,0,-0.382505046,-0.301954758,-0.122774067
350766,0,1.132564967,-0.301954758,0.341463213
174153,0,0.647650703,-0.301954758,0.341463213
404056,0,0.647650703,0.101795266,0.341463213
228326,0,1.132564967,0.101795266,0.341463213
468692,0,1.132564967,0.593529486,0.341463213
407472,0,1.132564967,0.650544328,0.341463213
124026,0,1.132564967,0.650544328,0.341463213
37468,0,0.233103814,-0.301954758,0.341463213
181753,0,-1.26800475,-0.301954758,0.341463213
506982,1,0.233103814,0.101795266,-0.122774067
238448,0,-0.382505046,0.593529486,-0.122774067
75098,0,0.233103814,-0.301954758,-0.122774067
201654,0,0.233103814,0.650544328,-0.122774067
384658,0,-0.382505046,-0.301954758,-0.122774067
449569,0,0.647650703,-0.301954758,-0.122774067
181855,0,1.132564967,0.650544328,-0.122774067
221061,0,0.647650703,0.593529486,0.341463213
252409,0,1.132564967,0.650544328,0.341463213
515468,1,0.233103814,0.650544328,-0.122774067
226781,0,-0.382505046,-0.301954758,-0.122774067
136146,0,0.647650703,0.101795266,0.341463213
326843,0,0.647650703,-0.301954758,0.341463213
507735,1,0.233103814,0.101795266,-0.122774067
406010,0,1.132564967,0.101795266,0.341463213
436901,0,-0.382505046,-0.301954758,-0.122774067
77658,0,0.647650703,0.101795266,0.341463213
329874,0,0.233103814,-0.301954758,-0.122774067
396349,0,-0.382505046,0.650544328,0.341463213
438922,0,0.233103814,-0.301954758,-0.122774067
60819,0,1.132564967,0.101795266,0.341463213
511088,1,-1.26800475,-0.301954758,-0.122774067
121661,0,1.132564967,-0.301954758,0.341463213
353082,0,0.647650703,-0.301954758,-0.122774067
119760,0,0.647650703,-0.301954758,0.341463213
388563,0,-1.26800475,-0.301954758,-0.122774067
506990,1,-0.382505046,0.650544328,-0.122774067
334585,0,1.132564967,0.650544328,0.341463213
431430,0,0.647650703,-0.301954758,-0.122774067
115074,0,-0.382505046,-0.301954758,0.341463213
366000,0,0.647650703,-0.301954758,-0.122774067
410782,0,0.233103814,0.650544328,-0.122774067
179105,0,-0.382505046,-0.301954758,0.341463213
184622,0,-0.382505046,0.593529486,-0.122774067
43349,0,-0.382505046,-0.301954758,-0.122774067
318082,0,-1.26800475,-0.301954758,-0.122774067
499801,1,-1.26800475,-0.301954758,-0.122774067
126819,0,1.132564967,0.650544328,0.341463213
59235,0,1.132564967,-0.301954758,0.341463213
488774,1,0.647650703,0.650544328,0.341463213
262731,0,-0.382505046,0.101795266,-0.122774067
78836,0,0.647650703,-0.301954758,0.341463213
133399,0,0.233103814,-0.301954758,-0.122774067
59528,0,1.132564967,0.593529486,0.341463213
381307,0,0.647650703,-0.301954758,-0.122774067
65910,0,0.647650703,0.593529486,0.341463213
509644,1,0.647650703,0.650544328,-0.122774067
363894,0,-0.382505046,0.650544328,-0.122774067
426254,0,0.233103814,0.650544328,-0.122774067
272256,0,0.647650703,0.101795266,-0.122774067
381720,0,0.647650703,-0.301954758,-0.122774067
495145,1,0.233103814,-0.301954758,0.341463213
169602,0,-0.382505046,-0.301954758,0.341463213
494865,1,0.647650703,-0.301954758,0.341463213
3550,0,1.132564967,-0.301954758,0.341463213
429954,0,0.647650703,-0.301954758,0.341463213
89659,0,0.647650703,0.650544328,0.341463213
151591,0,0.233103814,0.101795266,-0.122774067
60464,0,-0.382505046,-0.301954758,-0.122774067
74681,0,-1.26800475,0.650544328,-0.122774067
288296,0,0.233103814,0.101795266,0.341463213
512298,1,-0.382505046,-0.301954758,-0.122774067
295433,0,-0.382505046,-0.301954758,0.341463213
280794,0,-1.26800475,-0.301954758,-0.122774067
352908,0,-1.26800475,-0.301954758,-0.122774067
272942,0,0.233103814,-0.301954758,0.341463213
386634,0,0.647650703,0.101795266,0.341463213
322854,0,0.647650703,0.650544328,-0.122774067
48437,0,1.132564967,-0.301954758,0.341463213
361785,0,-1.26800475,-0.301954758,-0.122774067
52249,0,-1.26800475,-0.301954758,-0.122774067
162252,0,-1.26800475,0.650544328,-0.122774067
464126,0,-1.26800475,0.650544328,-0.122774067
40252,0,1.132564967,0.593529486,0.341463213
171085,0,1.132564967,0.101795266,0.341463213
119265,0,0.647650703,-0.301954758,0.341463213
501510,1,0.233103814,-0.301954758,0.341463213
198316,0,-0.382505046,-0.301954758,0.341463213
160351,0,1.132564967,0.101795266,0.341463213
264761,0,0.647650703,0.650544328,0.341463213
94416,0,0.647650703,0.593529486,-0.122774067
48874,0,0.233103814,0.650544328,-0.122774067
63498,0,0.647650703,-0.301954758,0.341463213
385711,0,0.647650703,-0.301954758,0.341463213
330047,0,0.647650703,0.101795266,-0.122774067
407196,0,0.647650703,0.650544328,0.341463213
358038,0,-0.382505046,-0.301954758,-0.122774067
215922,0,0.233103814,0.101795266,0.341463213
175425,0,0.233103814,-0.301954758,-0.122774067
290091,0,1.132564967,0.101795266,0.341463213
66938,0,1.132564967,0.650544328,0.341463213
447517,0,-0.382505046,-0.301954758,0.341463213
189114,0,0.647650703,0.650544328,0.341463213
342659,0,-0.382505046,-0.301954758,0.341463213
491828,1,0.647650703,0.650544328,0.341463213
497321,1,-0.382505046,-0.301954758,-0.122774067
479036,1,-1.26800475,-0.301954758,-0.122774067
462284,0,0.647650703,0.101795266,0.341463213
346190,0,1.132564967,0.650544328,-0.122774067
373077,0,-1.26800475,-0.301954758,-0.122774067
255450,0,-1.26800475,0.593529486,0.341463213
27494,0,1.132564967,-0.301954758,0.341463213
87684,0,1.132564967,0.593529486,-0.122774067
490889,1,0.233103814,-0.301954758,-0.122774067
274914,0,0.233103814,0.650544328,0.341463213
235168,0,-1.26800475,0.593529486,-0.122774067
12495,0,0.647650703,0.101795266,0.341463213
184324,0,0.233103814,0.593529486,-0.122774067
493334,1,-1.26800475,0.101795266,-0.122774067
230277,0,0.233103814,-0.301954758,-0.122774067
429283,0,0.233103814,-0.301954758,-0.122774067
478470,1,0.233103814,-0.301954758,0.341463213
402585,0,-1.26800475,0.650544328,-0.122774067
392429,0,-1.26800475,0.650544328,-0.122774067
275217,0,1.132564967,-0.301954758,0.341463213
406755,0,0.647650703,0.650544328,-0.122774067
418376,0,-1.26800475,-0.301954758,-0.122774067
343204,0,0.233103814,0.650544328,-0.122774067
446917,0,0.647650703,-0.301954758,-0.122774067
175099,0,0.647650703,0.101795266,0.341463213
334153,0,-1.26800475,0.101795266,-0.122774067
395867,0,0.647650703,-0.301954758,0.341463213
374196,0,0.233103814,0.650544328,-0.122774067
128437,0,-0.382505046,-0.301954758,-0.122774067
434754,0,1.132564967,0.650544328,-0.122774067
206696,0,1.132564967,0.593529486,0.341463213
167140,0,0.647650703,0.650544328,0.341463213
240287,0,-0.382505046,-0.301954758,-0.122774067
196533,0,1.132564967,0.593529486,0.341463213
223832,0,0.647650703,-0.301954758,0.341463213
224554,0,0.647650703,0.593529486,0.341463213
129877,0,0.647650703,0.650544328,-0.122774067
397371,0,0.233103814,-0.301954758,0.341463213
70049,0,-0.382505046,0.650544328,-0.122774067
500795,1,0.233103814,-0.301954758,-0.122774067
30576,0,0.647650703,0.650544328,-0.122774067
356086,0,-1.26800475,-0.301954758,-0.122774067
517026,1,0.233103814,-0.301954758,0.341463213
469415,0,0.647650703,-0.301954758,0.341463213
324766,0,0.233103814,0.101795266,-0.122774067
115157,0,0.233103814,-0.301954758,-0.122774067
230474,0,1.132564967,0.650544328,0.341463213
61926,0,1.132564967,0.650544328,0.341463213
81440,0,1.132564967,0.101795266,0.341463213
356977,0,1.132564967,0.101795266,0.341463213
32908,0,1.132564967,-0.301954758,0.341463213
289670,0,-1.26800475,0.593529486,-0.122774067
306364,0,1.132564967,-0.301954758,0.341463213
169439,0,-0.382505046,-0.301954758,0.341463213
313045,0,1.132564967,0.650544328,0.341463213
262458,0,1.132564967,-0.301954758,0.341463213
267438,0,-1.26800475,-0.301954758,-0.122774067
445199,0,0.647650703,0.650544328,0.341463213
107153,0,0.233103814,-0.301954758,-0.122774067
299103,0,0.647650703,-0.301954758,-0.122774067
190130,0,-0.382505046,-0.301954758,-0.122774067
313878,0,-0.382505046,0.101795266,-0.122774067
198200,0,-0.382505046,-0.301954758,-0.122774067
225666,0,-0.382505046,0.101795266,-0.122774067
226414,0,1.132564967,0.650544328,0.341463213
99121,0,0.233103814,-0.301954758,-0.122774067
428144,0,1.132564967,-0.301954758,0.341463213
159535,0,0.647650703,-0.301954758,0.341463213
405254,0,0.647650703,-0.301954758,-0.122774067
118052,0,0.647650703,0.650544328,0.341463213
100883,0,0.647650703,-0.301954758,0.341463213
70264,0,-1.26800475,0.650544328,-0.122774067
70989,0,0.647650703,-0.301954758,-0.122774067
499030,1,0.647650703,-0.301954758,0.341463213
131612,0,1.132564967,-0.301954758,0.341463213
448195,0,0.647650703,-0.301954758,-0.122774067
310435,0,0.647650703,0.593529486,0.341463213
27951,0,1.132564967,0.650544328,-0.122774067
279664,0,-1.26800475,-0.301954758,-0.122774067
12787,0,1.132564967,-0.301954758,0.341463213
70601,0,0.233103814,0.593529486,-0.122774067
324795,0,1.132564967,0.650544328,0.341463213
182045,0,1.132564967,0.593529486,0.341463213
379038,0,1.132564967,0.593529486,0.341463213
19987,0,0.647650703,0.593529486,0.341463213
284277,0,0.647650703,-0.301954758,-0.122774067
422995,0,0.647650703,0.101795266,-0.122774067
102062,0,1.132564967,0.593529486,0.341463213
51319,0,-0.382505046,-0.301954758,-0.122774067
277356,0,0.647650703,-0.301954758,0.341463213
478524,1,0.647650703,0.101795266,-0.122774067
286547,0,1.132564967,0.650544328,-0.122774067
329247,0,0.647650703,-0.301954758,0.341463213
161626,0,0.233103814,-0.301954758,0.341463213
179550,0,1.132564967,-0.301954758,0.341463213
176542,0,0.647650703,0.593529486,0.341463213
400266,0,-0.382505046,-0.301954758,-0.122774067
515357,1,-1.26800475,-0.301954758,-0.122774067
26728,0,-0.382505046,-0.301954758,-0.122774067
192002,0,0.233103814,-0.301954758,0.341463213
88484,0,0.647650703,-0.301954758,0.341463213
270131,0,1.132564967,0.650544328,0.341463213
271639,0,0.647650703,-0.301954758,0.341463213
94860,0,-0.382505046,-0.301954758,-0.122774067
418291,0,0.233103814,-0.301954758,-0.122774067
225466,0,1.132564967,0.101795266,-0.122774067
502123,1,-0.382505046,-0.301954758,-0.122774067
245056,0,0.647650703,0.593529486,0.341463213
322833,0,0.233103814,0.101795266,-0.122774067
411592,0,0.647650703,0.593529486,0.341463213
446500,0,1.132564967,0.650544328,0.341463213
160889,0,0.233103814,-0.301954758,-0.122774067
380875,0,1.132564967,0.650544328,0.341463213
41911,0,-0.382505046,-0.301954758,-0.122774067
64802,0,0.647650703,-0.301954758,-0.122774067
203902,0,0.233103814,0.593529486,0.341463213
84931,0,1.132564967,0.650544328,-0.122774067
453147,0,0.233103814,0.101795266,-0.122774067
67382,0,-0.382505046,0.650544328,-0.122774067
233930,0,1.132564967,0.101795266,-0.122774067
388475,0,0.233103814,-0.301954758,0.341463213
179400,0,1.132564967,-0.301954758,0.341463213
415928,0,1.132564967,0.650544328,0.341463213
429151,0,-0.382505046,-0.301954758,0.341463213
195417,0,1.132564967,-0.301954758,0.341463213
364576,0,0.647650703,-0.301954758,0.341463213
354323,0,-0.382505046,-0.301954758,-0.122774067
398938,0,1.132564967,0.101795266,0.341463213
457000,0,0.233103814,0.593529486,-0.122774067
231205,0,0.233103814,0.650544328,-0.122774067
158521,0,0.647650703,0.101795266,0.341463213
90241,0,-0.382505046,-0.301954758,-0.122774067
56507,0,1.132564967,0.650544328,0.341463213
429001,0,0.647650703,0.650544328,-0.122774067
268273,0,0.647650703,-0.301954758,0.341463213
243594,0,-1.26800475,-0.301954758,-1.39523488
136616,0,0.233103814,0.101795266,0.341463213
157708,0,-0.382505046,0.101795266,-0.122774067
313032,0,0.647650703,0.650544328,-0.122774067
393001,0,0.647650703,-0.301954758,0.341463213
157195,0,0.647650703,-0.301954758,0.341463213
169668,0,0.647650703,-0.301954758,0.341463213
231674,0,0.233103814,0.650544328,0.341463213
240955,0,-0.382505046,-0.301954758,-0.122774067
385512,0,1.132564967,0.650544328,-0.122774067
35983,0,0.647650703,-0.301954758,-0.122774067
199553,0,0.647650703,0.650544328,0.341463213
40410,0,1.132564967,0.593529486,0.341463213
215700,0,0.233103814,-0.301954758,-0.122774067
63610,0,1.132564967,0.650544328,0.341463213
502035,1,-1.26800475,-0.301954758,-0.122774067
303989,0,-0.382505046,-0.301954758,-0.122774067
507629,1,0.647650703,0.101795266,0.341463213
157662,0,-0.382505046,0.101795266,-0.122774067
383031,0,0.647650703,-0.301954758,-0.122774067
149963,0,0.647650703,-0.301954758,-0.122774067
180506,0,0.647650703,0.593529486,-0.122774067
187865,0,-0.382505046,-0.301954758,-0.122774067
78052,0,1.132564967,-0.301954758,0.341463213
345090,0,0.647650703,0.650544328,-0.122774067
139437,0,-0.382505046,0.593529486,-0.122774067
188193,0,0.233103814,-0.301954758,0.341463213
87006,0,0.647650703,-0.301954758,0.341463213
395560,0,1.132564967,-0.301954758,0.341463213
260114,0,-0.382505046,-0.301954758,-0.122774067
5446,0,0.647650703,-0.301954758,0.341463213
184382,0,-0.382505046,-0.301954758,-0.122774067
109171,0,1.132564967,0.650544328,0.341463213
173718,0,0.647650703,0.101795266,0.341463213
350874,0,0.647650703,-0.301954758,0.341463213
162843,0,1.132564967,-0.301954758,0.341463213
107239,0,-1.26800475,-0.301954758,-0.122774067
171884,0,1.132564967,0.650544328,0.341463213
242897,0,0.647650703,-0.301954758,0.341463213
163023,0,-0.382505046,0.593529486,-1.39523488
481128,1,0.233103814,-0.301954758,-0.122774067
453400,0,0.647650703,0.650544328,-0.122774067
365194,0,0.233103814,-0.301954758,-0.122774067
401746,0,0.647650703,-0.301954758,0.341463213
501526,1,-0.382505046,0.593529486,-0.122774067
259603,0,1.132564967,0.650544328,0.341463213
105275,0,0.233103814,-0.301954758,-0.122774067
50600,0,0.233103814,-0.301954758,0.341463213
136012,0,0.647650703,0.101795266,-0.122774067
437009,0,-0.382505046,0.650544328,-1.39523488
331017,0,0.647650703,0.650544328,0.341463213
19299,0,0.647650703,-0.301954758,-0.122774067
92599,0,-0.382505046,0.650544328,-0.122774067
443267,0,0.647650703,-0.301954758,0.341463213
293373,0,0.647650703,-0.301954758,0.341463213
399930,0,0.647650703,0.650544328,0.341463213
328906,0,1.132564967,0.593529486,0.341463213
448533,0,1.132564967,0.650544328,0.341463213
273385,0,-1.26800475,0.650544328,-0.122774067
287294,0,-0.382505046,-0.301954758,-0.122774067
263092,0,1.132564967,0.650544328,0.341463213
463696,0,-0.382505046,-0.301954758,-0.122774067
54940,0,0.647650703,0.593529486,0.341463213
407560,0,1.132564967,0.101795266,0.341463213
130331,0,0.647650703,-0.301954758,-0.122774067
51968,0,1.132564967,-0.301954758,0.341463213
474428,1,-0.382505046,-0.301954758,-1.39523488
421471,0,0.647650703,-0.301954758,-0.122774067
280913,0,0.647650703,-0.301954758,-0.122774067
102635,0,1.132564967,0.650544328,0.341463213
473565,1,1.132564967,0.101795266,-0.122774067
314025,0,0.233103814,0.101795266,-0.122774067
163694,0,0.647650703,-0.301954758,0.341463213
441463,0,-0.382505046,-0.301954758,-0.122774067
296125,0,-0.382505046,-0.301954758,-0.122774067
389212,0,0.647650703,-0.301954758,-0.122774067
275607,0,-0.382505046,0.650544328,-0.122774067
149216,0,-1.26800475,0.593529486,-0.122774067
98971,0,0.647650703,0.101795266,0.341463213
182877,0,0.233103814,-0.301954758,-0.122774067
498098,1,-0.382505046,-0.301954758,-0.122774067
393400,0,-1.26800475,-0.301954758,-0.122774067
65638,0,0.233103814,0.650544328,-0.122774067
26111,0,0.647650703,0.650544328,0.341463213
140728,0,-0.382505046,0.650544328,-0.122774067
82642,0,0.647650703,0.101795266,-0.122774067
26095,0,-0.382505046,-0.301954758,-0.122774067
296675,0,0.233103814,-0.301954758,-0.122774067
104061,0,0.647650703,-0.301954758,0.341463213
212420,0,-0.382505046,-0.301954758,-0.122774067
156363,0,0.647650703,-0.301954758,0.341463213
240281,0,-0.382505046,-0.301954758,-0.122774067
102128,0,-0.382505046,-0.301954758,-0.122774067
164794,0,0.647650703,-0.301954758,0.341463213
259577,0,1.132564967,-0.301954758,-0.122774067
512096,1,-0.382505046,0.101795266,-0.122774067
309126,0,-0.382505046,-0.301954758,-0.122774067
148908,0,0.647650703,-0.301954758,0.341463213
482179,1,-1.26800475,-0.301954758,0.341463213
353047,0,0.647650703,-0.301954758,0.341463213
9501,0,1.132564967,0.593529486,-0.122774067
18393,0,0.233103814,-0.301954758,0.341463213
149796,0,1.132564967,0.650544328,0.341463213
254831,0,-1.26800475,0.650544328,-0.122774067
70118,0,-1.26800475,0.593529486,-0.122774067
78455,0,-0.382505046,-0.301954758,-0.122774067
199263,0,0.233103814,-0.301954758,0.341463213
340192,0,1.132564967,0.101795266,0.341463213
179067,0,1.132564967,0.593529486,0.341463213
121448,0,0.647650703,-0.301954758,-0.122774067
315736,0,1.132564967,-0.301954758,-0.122774067
85343,0,0.233103814,-0.301954758,-0.122774067
251137,0,-0.382505046,-0.301954758,0.341463213
514880,1,-0.382505046,0.101795266,-0.122774067
244863,0,0.647650703,-0.301954758,-0.122774067
66798,0,0.647650703,0.101795266,0.341463213
21210,0,1.132564967,0.650544328,0.341463213
344203,0,1.132564967,0.650544328,-0.122774067
241433,0,0.647650703,0.593529486,-0.122774067
418124,0,0.647650703,0.650544328,0.341463213
173644,0,-1.26800475,0.650544328,-0.122774067
299075,0,0.233103814,-0.301954758,0.341463213
115430,0,-1.26800475,-0.301954758,-0.122774067
269043,0,0.233103814,-0.301954758,-0.122774067
134123,0,-0.382505046,-0.301954758,-0.122774067
144132,0,1.132564967,-0.301954758,0.341463213
218301,0,0.647650703,-0.301954758,-0.122774067
402919,0,1.132564967,0.650544328,-0.122774067
334792,0,-0.382505046,-0.301954758,-0.122774067
81112,0,-0.382505046,-0.301954758,-0.122774067
432408,0,0.647650703,-0.301954758,0.341463213
427715,0,0.647650703,-0.301954758,0.341463213
402607,0,1.132564967,0.593529486,0.341463213
88766,0,-0.382505046,0.101795266,-0.122774067
457483,0,1.132564967,-0.301954758,0.341463213
143201,0,1.132564967,0.593529486,0.341463213
425382,0,0.233103814,-0.301954758,0.341463213
153808,0,0.233103814,-0.301954758,-0.122774067
161331,0,0.233103814,-0.301954758,0.341463213
459031,0,-0.382505046,-0.301954758,-0.122774067
286281,0,-0.382505046,0.101795266,-0.122774067
88998,0,1.132564967,0.650544328,0.341463213
433947,0,0.647650703,0.650544328,-0.122774067
305190,0,0.233103814,-0.301954758,-0.122774067
139483,0,0.647650703,-0.301954758,0.341463213
277264,0,0.233103814,0.650544328,0.341463213
103069,0,0.233103814,-0.301954758,-0.122774067
98842,0,0.233103814,0.650544328,-0.122774067
490759,1,0.647650703,0.650544328,0.341463213
96401,0,0.647650703,0.101795266,0.341463213
232966,0,1.132564967,0.650544328,0.341463213
273620,0,1.132564967,0.593529486,0.341463213
389333,0,0.647650703,-0.301954758,-0.122774067
445493,0,1.132564967,0.101795266,-0.122774067
234389,0,0.233103814,-0.301954758,0.341463213
357489,0,0.233103814,-0.301954758,-0.122774067
477234,1,-1.26800475,-0.301954758,0.341463213
78184,0,0.647650703,0.593529486,-0.122774067
438880,0,0.647650703,0.101795266,0.341463213
462859,0,0.647650703,-0.301954758,0.341463213
49577,0,0.233103814,0.650544328,-0.122774067
462585,0,0.647650703,-0.301954758,-0.122774067
217143,0,-1.26800475,0.650544328,-0.122774067
315075,0,-0.382505046,-0.301954758,-0.122774067
455019,0,0.233103814,0.593529486,-0.122774067
465120,0,0.647650703,0.101795266,0.341463213
209068,0,0.233103814,-0.301954758,-0.122774067
257894,0,0.647650703,0.650544328,0.341463213
392489,0,0.647650703,0.593529486,-0.122774067
134842,0,-0.382505046,-0.301954758,-0.122774067
2048,0,0.233103814,-0.301954758,-0.122774067
351828,0,-1.26800475,0.650544328,-0.122774067
59769,0,-0.382505046,-0.301954758,-0.122774067
240573,0,0.647650703,-0.301954758,0.341463213
354233,0,0.647650703,-0.301954758,0.341463213
318968,0,1.132564967,0.593529486,0.341463213
288458,0,0.647650703,-0.301954758,0.341463213
146724,0,0.647650703,0.650544328,-0.122774067
493356,1,-0.382505046,-0.301954758,-0.122774067
444448,0,0.647650703,0.101795266,-0.122774067
212554,0,0.647650703,-0.301954758,-0.122774067
123786,0,1.132564967,0.650544328,-0.122774067
385649,0,0.647650703,0.650544328,-0.122774067
12285,0,0.233103814,0.650544328,-0.122774067
58257,0,-1.26800475,-0.301954758,-0.122774067
489128,1,-1.26800475,-0.301954758,0.341463213
63130,0,0.233103814,-0.301954758,0.341463213
90895,0,0.647650703,-0.301954758,-0.122774067
470058,0,1.132564967,-0.301954758,0.341463213
82592,0,-0.382505046,-0.301954758,-0.122774067
212881,0,1.132564967,0.101795266,0.341463213
406617,0,-0.382505046,0.101795266,-0.122774067
185393,0,0.647650703,-0.301954758,0.341463213
73059,0,-0.382505046,-0.301954758,-0.122774067
500866,1,0.233103814,-0.301954758,0.341463213
79072,0,0.647650703,0.593529486,0.341463213
279330,0,0.647650703,0.593529486,-0.122774067
125952,0,0.647650703,0.650544328,0.341463213
265128,0,0.647650703,0.101795266,0.341463213
254384,0,0.647650703,0.650544328,-0.122774067
190176,0,-1.26800475,-0.301954758,-0.122774067
216486,0,0.647650703,0.101795266,-0.122774067
90725,0,1.132564967,0.650544328,0.341463213
119456,0,-1.26800475,-0.301954758,-0.122774067
432645,0,1.132564967,0.650544328,0.341463213
375369,0,0.647650703,0.101795266,0.341463213
388152,0,0.233103814,-0.301954758,-0.122774067
256403,0,0.647650703,0.650544328,0.341463213
149821,0,0.647650703,0.593529486,-0.122774067
475409,1,-0.382505046,-0.301954758,-1.39523488
19611,0,0.233103814,-0.301954758,-0.122774067
229757,0,0.647650703,-0.301954758,0.341463213
313381,0,1.132564967,-0.301954758,0.341463213
507684,1,0.647650703,-0.301954758,0.341463213
283741,0,0.647650703,-0.301954758,0.341463213
247642,0,-1.26800475,0.650544328,-0.122774067
358843,0,1.132564967,-0.301954758,0.341463213
182717,0,1.132564967,0.650544328,0.341463213
9996,0,-0.382505046,0.650544328,-0.122774067
425458,0,-0.382505046,-0.301954758,-0.122774067
492682,1,0.233103814,-0.301954758,0.341463213
345030,0,1.132564967,-0.301954758,0.341463213
347492,0,1.132564967,0.650544328,-0.122774067
366651,0,1.132564967,0.650544328,0.341463213
84840,0,1.132564967,0.101795266,0.341463213
197544,0,0.233103814,-0.301954758,-0.122774067
447656,0,-1.26800475,-0.301954758,0.341463213
349876,0,1.132564967,0.101795266,0.341463213
404249,0,1.132564967,-0.301954758,0.341463213
359018,0,0.647650703,-0.301954758,-0.122774067
319979,0,1.132564967,0.650544328,0.341463213
210314,0,0.647650703,0.650544328,0.341463213
338163,0,-0.382505046,-0.301954758,-1.39523488
271467,0,-0.382505046,0.650544328,-0.122774067
68722,0,0.647650703,0.101795266,0.341463213
78120,0,0.647650703,0.101795266,0.341463213
335354,0,0.233103814,-0.301954758,0.341463213
244874,0,0.647650703,-0.301954758,0.341463213
43432,0,0.647650703,-0.301954758,0.341463213
296353,0,-1.26800475,-0.301954758,-0.122774067
359368,0,1.132564967,0.593529486,-0.122774067
465986,0,0.647650703,0.101795266,0.341463213
249590,0,0.647650703,0.650544328,-0.122774067
274031,0,1.132564967,0.650544328,-0.122774067
375101,0,-0.382505046,-0.301954758,-0.122774067
83470,0,0.647650703,-0.301954758,0.341463213
501198,1,0.233103814,0.101795266,0.341463213
490528,1,1.132564967,0.650544328,-0.122774067
337438,0,0.647650703,0.650544328,0.341463213
140517,0,0.233103814,0.650544328,-0.122774067
193126,0,0.647650703,-0.301954758,0.341463213
116938,0,-0.382505046,-0.301954758,-0.122774067
206193,0,0.233103814,0.101795266,-0.122774067
259001,0,-0.382505046,-0.301954758,-0.122774067
94792,0,-1.26800475,0.101795266,-0.122774067
513969,1,-0.382505046,0.101795266,-0.122774067
3739,0,1.132564967,0.650544328,-0.122774067
16609,0,-1.26800475,0.101795266,-0.122774067
193586,0,1.132564967,0.650544328,0.341463213
33125,0,0.233103814,-0.301954758,0.341463213
283686,0,0.233103814,0.650544328,-0.122774067
497689,1,-1.26800475,0.650544328,-0.122774067
425852,0,0.647650703,0.101795266,-0.122774067
395540,0,-0.382505046,-0.301954758,-0.122774067
35543,0,0.647650703,0.650544328,0.341463213
498041,1,0.647650703,0.593529486,-1.39523488
113802,0,-0.382505046,-0.301954758,-0.122774067
421741,0,-0.382505046,-0.301954758,-0.122774067
269810,0,0.647650703,-0.301954758,-0.122774067
264438,0,0.233103814,-0.301954758,0.341463213
363561,0,-0.382505046,0.101795266,-0.122774067
498337,1,0.647650703,-0.301954758,0.341463213
373247,0,0.233103814,-0.301954758,0.341463213
476687,1,0.647650703,-0.301954758,0.341463213
393787,0,0.233103814,-0.301954758,-0.122774067
400830,0,1.132564967,-0.301954758,0.341463213
132362,0,0.233103814,-0.301954758,-0.122774067
331678,0,0.233103814,-0.301954758,-0.122774067
34997,0,-0.382505046,-0.301954758,0.341463213
267808,0,0.647650703,-0.301954758,0.341463213
149345,0,0.647650703,-0.301954758,-0.122774067
